Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
"El Pollo Loco",Soup,"Small Chicken Tortilla Soup w/ Tortilla Strips","Small Chicken Tortilla Soup w/ Shredded Chicken, Roasted Corn, Celery, Carrots, Roasted Poblano Peppers, Red Bell Peppers, Fried Tortilla Strips, Cotija Cheese & Cilantro, Lindora, Starters, Under 500 Calories, Healthier For You",,306,g*,,210,9,19,2,16,1431
KFC,Entrees,"Chicken Littles Go Cup","Chicken Littles Go Cup, Pot Pie, Bowls, Value Boxes & Go Cup",,209,g,,600,33,58,4,18,61934
KFC,Entrees,"Chicken Pot Pie","Chicken Pot Pie, Pot Pie, Bowls, Value Boxes & Go Cup, Classics",,400,g,,790,45,66,7,29,1286
KFC,Entrees,"Country Fried Steak","Country Fried Steak w/out Peppered White Gravy, Other",,106,g,,360,24,22,0,13,4022
KFC,Entrees,"Country Fried Steak w/ Peppered White Gravy","Country Fried Steak w/ Peppered White Gravy, Other",,150,g,,390,26,26,0,13,4023
KFC,Entrees,"EC Drumstick Value Box","EC Drumstick Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,164,g,,450,25,39,0,16,18384
KFC,Entrees,"EC Thigh Value Box","EC Thigh Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,215,g,,660,41,49,0,22,18385
KFC,Entrees,"Extra Crispy Chicken, Breast","Extra Crispy Chicken, Breast, Chicken",,181,g,,490,29,20,"	-",35,1129
KFC,Entrees,"Extra Crispy Chicken, Drumstick","Extra Crispy Chicken, Drumstick, Chicken",,57,g,,160,10,5,0,13,1130
KFC,Entrees,"Extra Crispy Chicken, Thigh","Extra Crispy Chicken, Thigh, Chicken",,108,g,,370,26,15,0,18,1131
KFC,Entrees,"Extra Crispy Tender","Extra Crispy Tender, Kids, Lil Bucket",,"	-"," ",,350,20,15,0,20,61941
KFC,Entrees,"Extra Crispy Tenders, 1 Piece","Extra Crispy Tenders, 1 Piece, Kids, Strips, Lil Bucket",,52,g,"1 Piece",130,7,6,0,11,61936
KFC,Entrees,"Extra Crispy Tenders, 10 Piece","Extra Crispy Tenders, 10 Piece",,"	-"," ","10 Pieces",1260,66,56,0,109,96741
KFC,Entrees,"Extra Crispy Tenders, 2 Pieces","Extra Crispy Tenders, 2 Pieces, Strips",,103,g,"2 Pieces",250,13,11,0,22,1201
KFC,Entrees,"Extra Crispy Tenders, 3 Pieces","Extra Crispy Tenders, 3 Pieces, Strips",,155,g,"3 Pieces",380,20,17,0,33,1200
KFC,Entrees,"Extra Crispy Tenders, 5 Piece","Extra Crispy Tenders, 5 Piece",,"	-"," ","5 Pieces",630,33,28,0,55,96740
KFC,Entrees,"Fiery Buffalo Hot Wings Value Box","Fiery Buffalo Hot Wings Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,194,g,,510,28,50,0,15,18387
KFC,Entrees,"Grilled Drumstick Value Box","Grilled Drumstick Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,158,g,,380,19,34,0,17,18392
KFC,Entrees,"Grilled Thigh Value Box","Grilled Thigh Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,196,g,,460,25,34,0,23,18393
KFC,Entrees,"HBBQ Hot Wings Value Box","HBBQ Hot Wings Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,199,g,,540,28,57,6,15,18395
KFC,Entrees,"Hot Wings Value Box","Hot Wings Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,173,g,,490,27,45,0,15,18397
KFC,Entrees,"Kentucky Grilled Chicken, Breast","Kentucky Grilled Chicken, Breast, Chicken",,152,g,,220,7,0,0,40,18388
KFC,Entrees,"Kentucky Grilled Chicken, Drumstick","Kentucky Grilled Chicken, Drumstick, Chicken, Lil Bucket, Kids & Adults",,50,g,,90,4,0,0,13,18389
KFC,Entrees,"Kentucky Grilled Chicken, Thigh","Kentucky Grilled Chicken, Thigh, Chicken",,88,g,,170,10,0,0,19,18390
KFC,Entrees,"KFC Famous Bowl, Mashed Potato w/ Gravy","KFC Famous Bowl, Mashed Potato w/ Gravy, Pot Pie, Bowls, Value Boxes & Go Cup, Classics",,543,g,,650,26,73,3,32,1289
KFC,Entrees,"KFC Gizzards","KFC Gizzards, Other",,55,g,,190,11,11,0,13,1284
KFC,Entrees,"KFC Livers","KFC Livers, Other",,55,g,,150,8,8,0,11,1285
KFC,Entrees,"Macaroni & Cheese","Macaroni & Cheese, Sides, Lil Bucket, Kids & Adults",,135,g,,170,6,22,2,5,1991
KFC,Entrees,"OR Drumstick Value Box","OR Drumstick Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,159,g,,400,22,37,0,15,18407
KFC,Entrees,"OR Thigh Value Box","OR Thigh Value Box, Pot Pie, Bowls, Value Boxes & Go Cup",,204,g,,540,32,42,0,20,18408
KFC,Entrees,"Original Chicken, Breast","Original Chicken, Breast w/out Skin or Breading, Chicken",,116,g,,130,2,0,0,29,1147
KFC,Entrees,"Original Recipe Bites Go Cup","Original Recipe Bites Go Cup, Pot Pie, Bowls, Value Boxes & Go Cup",,175,g,,420,21,40,0,19,61931
KFC,Entrees,"Original Recipe Bites Snack Box","Original Recipe Bites Snack Box, Pot Pie, Bowls, Value Boxes & Go Cup",,174,g,,420,21,39,0,19,61929
KFC,Entrees,"Original Recipe Bites, 10 Piece","Original Recipe Bites, 10 Piece, Bites & Hot Shots",,167,g,"10 Piece",330,15,12,0,37,31663
KFC,Entrees,"Original Recipe Bites, 4 Pieces","Original Recipe Bites, 4 Pieces, Kids, Bites & Hot Shots, Lil Bucket",,67,g,"4 Pieces",130,6,5,0,15,61930
KFC,Entrees,"Original Recipe Bites, 6 Piece","Original Recipe Bites, 6 Piece, Bites & Hot Shots",,100,g,"6 Piece",200,9,7,0,22,31662
KFC,Entrees,"Original Recipe Chicken, Breast","Original Recipe Chicken, Breast, Chicken",,178,g,,320,14,13,0,36,1125
KFC,Entrees,"Original Recipe Chicken, Drumstick","Original Recipe Chicken, Drumstick, Chicken",,56,g,,120,7,3,0,11,1126
KFC,Entrees,"Original Recipe Chicken, Thigh","Original Recipe Chicken, Thigh, Chicken",,110,g,,290,21,8,0,18,1127
KFC,Entrees,"	Snack-Size Bowl","	Snack-Size Bowl, Pot Pie, Bowls, Value Boxes & Go Cup",,201,g,,280,13,27,1,16,18413
KFC,Entrees,"Spicy Crispy Chicken, Breast","Spicy Crispy Chicken, Breast, Chicken",,175,g,,520,34,23,0,29,18414
KFC,Entrees,"Spicy Crispy Chicken, Drumstick","Spicy Crispy Chicken, Drumstick, Chicken",,55,g,,150,10,5,0,11,18415
KFC,Entrees,"Spicy Crispy Chicken, Thigh","Spicy Crispy Chicken, Thigh, Chicken",,100,g,,350,27,11,0,15,18416
KFC,"Fried Potatoes","Potato Wedges","Potato Wedges, Sides",,108,g,,290,15,35,0,4,1677
KFC,Salads,"Caesar Side Salad","Caesar Side Salad w/out Dressing or Croutons, Salads & More",,91,g,,40,2,2,1,3,1841
KFC,Salads,"Crispy Chicken BLT Salad","Crispy Chicken BLT Salad w/out Dressing, Salads & More",,366,g,,350,18,18,5,30,1765
KFC,Salads,"Crispy Chicken Caesar Salad","Crispy Chicken Caesar Salad w/out Dressing or Croutons, Salads & More",,306,g,,330,17,16,3,29,1762
KFC,Salads,"House Side Salad","House Side Salad w/out Dressing, Salads & More",,105,g,,15,0,3,2,1,1842
KFC,Sandwiches,"Chicken Littles","Chicken Littles w/out Sauce, Sandwiches",,88,g,,210,8,23,4,14,31665
KFC,Sandwiches,"Chicken Littles w/ Sauce","Chicken Littles w/ Sauce, Sandwiches, Lil Bucket, Kids, Kids & Adults",,101,g,,310,18,23,4,14,31664
KFC,Sandwiches,"Colonel's Original Sandwich","Colonel's Original Sandwich, Sandwiches",,170,g,,450,20,41,7,25,61947
KFC,Sandwiches,"Crispy Twister","Crispy Twister w/out Sauce, Sandwiches",,218,g,,490,19,51,3,28,18366
KFC,Sandwiches,"Crispy Twister w/ Sauce","Crispy Twister w/ Sauce, Sandwiches",,240,g,,610,32,52,4,29,365
KFC,Sandwiches,Doublicious,"Doublicious, Sandwiches",,190,g,,530,27,42,7,30,18368
KFC,Sandwiches,"Honey BBQ Sandwich","Honey BBQ Sandwich, Sandwiches",,161,g,,320,"	3.5",47,21,24,358
"Panda Express",Entrees,"Asian Chicken","Asian Chicken, Chicken Entree",,170,g*,,340,13,14,10,41,62680
"Panda Express",Entrees,"Asian Chicken, Kids","Asian Chicken, Chicken, Kids",,102,g*,,200,8,8,6,25,62676
"Panda Express",Entrees,"Beijing Beef","Beijing Beef w/ Bell Peppers & Sliced Onions, Spicy, Beef Entree",,159,g*,,690,35,59,32,21,4504
"Panda Express",Entrees,"Beijing Beef, Kids","Beijing Beef w/ Bell Peppers & Sliced Onions, Spicy, Beef, Kids",,119,g*,,520,26,44,24,16,62668
"Panda Express",Entrees,"Black Pepper Chicken","Black Pepper Chicken w/ Chopped Celery, Sliced Onions & Mild Ginger Sauce, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entrees",,173,g*,,200,18,14,7,13,4490
"Panda Express",Entrees,"Black Pepper Chicken, Kids","Black Pepper Chicken w/ Chopped Celery, Sliced Onions & Mild Ginger Sauce, Chicken, Kids",,130,g*,,140,14,11,5,10,62666
"Panda Express",Entrees,"Broccoli Beef","Broccoli Beef, Wok Smart Entrees are 250 Calories or Less per Single Serving, Beef Entree",,153,g*,,120,9,12,4,10,4505
"Panda Express",Entrees,"Broccoli Beef, Kids","Broccoli Beef, Beef, Kids",,116,g*,,100,7,9,3,7,62677
"Panda Express",Entrees,"Chow Mein","Chow Mein w/ Shredded Onions, Crisp Celery & Fresh Cabbage, Sides",,266,g*,,490,22,65,9,13,4484
"Panda Express",Entrees,"Chow Mein, Kids","Chow Mein, Side, Kids",,147,g*,,280,12,36,5,7,62679
"Panda Express",Entrees,"Crispy Shrimp","6 Crispy Shrimp, Appetizers",,99,g*,"6 Pieces",260,13,26,2,9,4509
"Panda Express",Entrees,"Crispy Shrimp, 4 Pieces, Kids","Crispy Shrimp, 4 Pieces, Shrimp, Kids",,65,g*,"4 Pieces",170,8,17,1,6,62663
"Panda Express",Entrees,"Eggplant Tofu","Eggplant Tofu w/ Eggplant & Red Bell Peppers, Veggie Entree",,173,g*,,310,24,23,17,7,4487
"Panda Express",Entrees,"Eggplant Tofu, Kids","Eggplant & Tofu, Spicy, Veggie, Kids",,130,g*,,250,18,17,13,5,62664
"Panda Express",Entrees,"Grilled Asian Chicken","Grilled Asian Chicken, Chicken Entree",,170,g*,,300,13,8,8,36,62673
"Panda Express",Entrees,"Grilled Asian Chicken, Kids","Grilled Asian Chicken, Chicken, Kids",,102,g*,,180,8,5,5,22,62665
"Panda Express",Entrees,"Grilled Teriyaki Chicken","Grilled Teriyaki Chicken, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,170,g*,,300,13,8,8,36,32109
"Panda Express",Entrees,"Grilled Teriyaki Chicken, Kids","Grilled Teriyaki Chicken, Chicken, Kids",,102,g*,,180,8,5,5,22,62661
"Panda Express",Entrees,"Honey Sesame Chicken Breast","Honey Sesame Chicken Breast, Chicken Entree",,150,g*,,420,22,40,19,16,99070
"Panda Express",Entrees,"Honey Sesame Chicken Breast, Kids","Honey Sesame Chicken Breast, Chicken Breast, Kids",,113,g*,,320,17,30,14,12,99073
"Panda Express",Entrees,"Honey Walnut Shrimp","Honey Walnut Shrimp, Seafood Entree",,105,g*,,370,23,35,9,13,20536
"Panda Express",Entrees,"Honey Walnut Shrimp, Kids","Honey Walnut Shrimp, Shrimp, Kids",,57,g*,,200,13,14,5,7,62669
"Panda Express",Entrees,"Kung Pao Chicken","Kung Pao Chicken w/ Crunchy Peanuts, Red Bell Peppers, Sliced Zucchini & Green Onions, Spicy, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,164,g*,,240,18,13,6,15,4492
"Panda Express",Entrees,"Kung Pao Chicken, Kids","Kung Pao Chicken, w/ Crunchy Peanuts, Red Bell Peppers, Sliced Zucchini & Green Onions, Spicy, Chicken, Kids",,125,g*,,190,14,10,4,11,62662
"Panda Express",Entrees,"Mixed Veggies, Entree","Mixed Veggies, Entree, Wok Smart Entrees are 250 Calories or Less per Single Serving, Veggie Entree",,122,g*,,35,0,8,3,2,4489
"Panda Express",Entrees,"Mushroom Chicken","Mushroom Chicken, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,167,g*,,180,15,10,5,13,4494
"Panda Express",Entrees,"Mushroom Chicken, Kids","Mushroom Chicken, Chicken, Kids",,125,g*,,130,11,8,4,10,62672
"Panda Express",Entrees,"Orange Chicken","Orange Chicken, Spicy, Chicken Entree",,162,g*,,420,18,45,19,14,4495
"Panda Express",Entrees,"Orange Chicken w/ Bacon","Orange Chicken w/ Bacon, Spicy, Chicken Entree",,147,g*,,510,27,46,19,21,99069
"Panda Express",Entrees,"Orange Chicken w/ Bacon, Kids","Orange Chicken w/ Bacon, Spicy, Chicken, Kids",,111,g*,,390,20,34,14,16,99072
"Panda Express",Entrees,"Orange Chicken, Kids","Orange Chicken, Spicy, Chicken, Kids",,116,g*,,290,13,32,14,10,62674
"Panda Express",Entrees,"Potato Chicken","Potato Chicken, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,147,g*,,190,15,20,5,9,4497
"Panda Express",Entrees,"Potato Chicken, Kids","Potato Chicken, Chicken, Kids",,111,g*,,150,11,15,3,6,62675
"Panda Express",Entrees,"Shanghai Angus Steak","Shanghai Angus Steak w/ Asparagus, Mushrooms & Asian Steak Sauce, Wok Smart Entrees are 250 Calories or Less per Single Serving, Beef Entree",,153,g*,,220,19,16,11,22,32108
"Panda Express",Entrees,"Shanghai Angus Steak, Kids","Shanghai Angus Steak w/ Asparagus, Mushrooms & Asian Steak Sauce, Beef, Kids",,116,g*,,170,14,12,8,17,62667
"Panda Express",Entrees,"Shiitake Kale Chicken Breast","Shiitake Kale Chicken Breast, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,156,g*,,170,8,11,3,14,99071
"Panda Express",Entrees,"Shiitake Kale Chicken Breast, Kids","Shiitake Kale Chicken Breast, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Breast, Kids",,116,g*,,120,6,8,2,10,99074
"Panda Express",Entrees,"String Bean Chicken Breast","String Bean Chicken Breast, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,159,g*,,160,13,13,6,15,4501
"Panda Express",Entrees,"String Bean Chicken Breast, Kids","String Bean Chicken Breast, Chicken Breast, Kids",,119,g*,,120,10,9,5,11,62660
"Panda Express",Entrees,"Sweet & Sour Chicken Breast","Sweet & Sour Chicken Breast, Chicken Entree",,156,g*,,380,14,46,28,12,4499
"Panda Express",Entrees,"Sweet & Sour Chicken Breast, Kids","Sweet & Sour Chicken Breast, Kids",,116,g*,,290,10,35,21,9,62659
"Panda Express",Entrees,"Sweetfire Chicken Breast","Sweetfire Chicken Breast, Spicy, Chicken Entree",,164,g*,,440,15,47,27,13,20547
"Panda Express",Entrees,"SweetFire Chicken Breast, Kids","SweetFire Chicken Breast, Spicy, Chicken Breast, Kids",,125,g*,,330,12,35,20,10,62657
"Panda Express",Entrees,"Teriyaki Chicken","Teriyaki Chicken, Chicken Entree",,170,g*,,340,13,14,10,41,62678
"Panda Express",Entrees,"Teriyaki Chicken, Kids","Teriyaki Chicken, Chicken, Kids",,102,g*,,200,8,8,6,25,62670
"Panera Bread",Entrees,"Cheese Tortellini w/ Alfredo Sauce & Asiago Parmesan Blend, Small","	Cheese Tortellini w/ 3-Cheese Blend Tortellini Pasta, Alfredo Sauce & Asiago Parmesan Blend, Small, also called Tortellini Alfredo",,"	-"," ","1 Cup",390,18,44,2,15,62702
"Panera Bread",Entrees,"Chicken Sorrentina, Large","	Chicken Sorrentina w/ Egg & Spinach Filled 3-Cheese Blend Ravioli, San Marzano Tomato & Extra Virgin Olive Oil Sauce, Baby Spinach, Antibiotic Free Smoked Pulled Chicken & Asiago Parmesan, Large, Pastas",,"	-"," ",,780,39,73,9,36,62696
"Panera Bread",Entrees,"Chicken Sorrentina, Small","	Chicken Sorrentina w/ Egg & Spinach Filled 3-Cheese Blend Ravioli, San Marzano Tomato & Extra Virgin Olive Oil Sauce, Baby Spinach, Antibiotic Free Smoked Pulled Chicken & Asiago Parmesan, Small, Pastas",,"	-"," ","1 Cup",390,19,36,4,18,62697
"Panera Bread",Entrees,"Chicken Tortellini Alfredo, Large","	Chicken Tortellini Alfredo w/ 3-Cheese Blend Tortellini Pasta, Alfredo Sauce, Smoked Pulled Chicken & Asiago Parmesan, Large, Pastas",,"	-"," ",,840,37,89,4,40,62694
"Panera Bread",Entrees,"Chicken Tortellini Alfredo, Small","Chicken Tortellini Alfredo w/ Smoked Pulled Chicken, Cheese Tortellini w/ Alfredo Sauce & Asiago Parmesan Blend, Small, Pastas",,"	-"," ","1 Cup",420,18,45,2,20,62695
"Panera Bread",Entrees,"Four Cheese Baked Egg Souffle","Four Cheese Baked Egg Souffle, Baked Egg Souffles, Breakfast Favorites",,"	-"," ",,480,29,37,8,16,3811
"Panera Bread",Entrees,"Ham & Swiss Baked Egg Souffle","Ham & Swiss Baked Egg Souffle, Baked Egg Souffles, Breakfast Favorites",,"	-"," ",,490,30,37,8,19,99105
"Panera Bread",Entrees,"Kids Buttered Ribbon Noodles","Kids Buttered Ribbon Noodles w/ Ribbon Shaped Noodles, Creamy Butter & Sea Salt; Choice of Adding: Squeezable Organic Yogurt, Apple or Soft Dinner Roll",,"	-"," ",,350,12,52,0,8,62699
"Panera Bread",Entrees,"Lentil Quinoa Bowl w/ Cage Free Egg","Lentil Quinoa Bowl w/ Cage Free Egg, Broth Bowls, New, What We're Celebrating; Choice of Adding: Half Salad, Half Sandwich or 1 Flatbread",,"	-"," ",,380,13,51,5,19,99109
"Panera Bread",Entrees,"Lentil Quinoa Bowl w/ Chicken","	Lentil Quinoa Bowl w/ Chicken, Egg, Organic Quinoa & Brown Rice, Lentil Blend, Tomato Sofrito, Fresh Kale, Spinach, Lemon Wheel & Umami Soy-Miso Broth, Broth Bowls, New, What We're Celebrating; Choice of Adding: Half Salad, Half Sandwich or 1 Flatbread",,"	-"," ",,410,9,52,5,34,99108
"Panera Bread",Entrees,"Mac & Cheese, Large","Mac & Cheese w/ Shell Pasta & Vermont White Cheddar Cheese Sauce, Large, Pastas",,"	-"," ",,980,61,75,12,34,20729
"Panera Bread",Entrees,"Mac & Cheese, Small","Mac & Cheese w/ Shell Pasta & Vermont White Cheddar Cheese Sauce, Small, Kids & Adults Menu, Pastas; Choice of Adding: Squeezable Organic Yogurt, Apple or Soft Dinner Roll",,"	-"," ",,490,30,38,6,17,20730
"Panera Bread",Entrees,"Pesto Sacchettini, Large","	Pesto Sacchettini w/ Purse Shaped 6-Cheese Blend Pasta, Nut Free Basil Pesto & Asiago Parmesan, Large, Pastas",,"	-"," ",,930,52,85,1,29,62703
"Panera Bread",Entrees,"Pesto Sacchettini, Small","	Pesto Sacchettini w/ Purse Shaped 6-Cheese Blend Pasta, Nut Free Basil Pesto & Asiago Parmesan, Small, Pastas",,"	-"," ","1 Cup",460,26,43,0,14,62704
"Panera Bread",Entrees,"Power Almond Quinoa Oatmeal","Power Almond Quinoa Oatmeal w/ Organic Steel Cut Oats, Organic Quinoa, Sliced Toasted Almonds, Ground Cinnamon & Honey, New, What We're Celebrating, Breakfast Favorites",,"	-"," ",,290,6,51,8,8,99104
"Panera Bread",Entrees,"Power Breakfast Egg Bowl w/ Steak","Power Breakfast Egg Bowl w/ Steak, Avocado, Black Pepper, Salt, Fresh Tomatoes, Egg & Wheat Starch, Power Menu, Hidden Menu",,"	-"," ",,270,17,6,2,24,32201
"Panera Bread",Entrees,"Power Breakfast Egg White Bowl w/ Roasted Turkey","Power Breakfast Egg White Bowl w/ Roasted Turkey, Black Pepper, Salt, Basil Pesto, Roasted Red Bell Pepper Strips, Fresh Baby Spinach, Egg Whites & Wheat Starch, Power Menu, Hidden Menu",,"	-"," ",,180,5,5,1,27,32203
"Panera Bread",Entrees,"Power Chicken Hummus Bowl","Power Chicken Hummus Bowl w/ Cilantro Jalapeno Hummus, Fresh Cilantro, Cucumbers, Red Onions, Fresh Tomatoes, Fresh Baby Spinach, All Natural Antibiotic Free Citrus & Pepper Chicken & Fresh Lemon Juice, Power Menu, PM Power, Hidden Menu",,"	-"," ",,270,10,18,5,27,32170
"Panera Bread",Entrees,"Power Steak Lettuce Wraps","Power Steak Lettuce Wraps w/ Fresh Cucumber, Green Leaf Lettuce, Red Onions, Fresh Tomatoes, Basil Pesto, Steak & Fresh Lemon Juice, Power Menu, Hidden Menu",,241,g,,230,10,9,4,28,32172
"Panera Bread",Entrees,"Soba Noodle Bowl w/ Chicken","Soba Noodle Bowl w/ Chicken, Broth Bowls, New, What We're Celebrating; Choice of Adding: Half Salad, Half Sandwich or 1 Flatbread",,"	-"," ",,390,9,47,4,31,99106
"Panera Bread",Entrees,"Soba Noodle Bowl w/ Edamame","	Soba Noodle Bowl w/ Edamame, Antibiotic Free Chicken, Fresh Spinach, Napa Cabbage Blend, Roasted Mushroom & Onion Blend, Sesame Seeds, Cilantro & Soy-Miso Broth, Broth Bowls, New, What We're Celebrating; Choice of Adding: Half Salad, Half Sandwich or 1 Flatbread",,"	-"," ",,370,12,52,6,17,99107
"Panera Bread",Entrees,"Spinach & Artichoke Baked Egg Souffle","Spinach & Artichoke Baked Egg Souffle, Baked Egg Souffles, Breakfast Favorites",,"	-"," ",,540,34,39,9,19,3812
"Panera Bread",Entrees,"Spinach & Bacon Baked Egg Souffle","Spinach & Bacon Baked Egg Souffle, Baked Egg Souffles, Breakfast Favorites",,"	-"," ",,570,37,37,8,23,3813
"Panera Bread",Entrees,"Steel Cut Oatmeal w/ Strawberries & Pecans","Steel Cut Oatmeal w/ Cinnamon Crunch Topping, Strawberries & Pecans, Breakfast Favorites",,"	-"," ",,340,14,51,16,6,20735
"Panera Bread",Entrees,"Strawberry Granola Parfait","Strawberry Granola Parfait w/ Low Fat Organic Vanilla Yogurt, Maple Butter Pecan Granola, Whole Grain Oats & Fresh Strawberries, Breakfast Favorites",,"	-"," ",,310,11,43,30,9,20736
"Panera Bread",Entrees,"Tortellini Alfredo, Large","	Tortellini Alfredo w/ 3-Cheese Blend Tortellini Pasta, Alfredo Sauce & Asiago Parmesan Blend w/out Chicken, Large",,"	-"," ",,790,35,88,3,29,62701
"Panera Bread",Salads,"Asian Sesame Chicken Salad","Asian Sesame Chicken Salad w/ Antibiotic Free Chicken, Romaine, Cilantro, Sliced Almonds, Sesame Seeds, Wonton Strips & Asian Sesame Vinaigrette, Salads",,"	-"," ",,420,22,25,5,32,1775
"Panera Bread",Salads,"BBQ Chicken Salad","BBQ Chicken Salad w/ Antibiotic Free Chicken, Romaine, Roasted Corn, Black Beans, Frizzled Onions, BBQ Ranch Dressing & BBQ Sauce, Salads",,"	-"," ",,450,20,38,19,31,20638
"Panera Bread",Salads,"Caesar Chicken Salad","Caesar Chicken Salad w/ Chicken, Romaine, Asiago Parmesan, Homemade Asiago Croutons & Caesar Dressing, Salads, Hand Tossed Salads, also called Chicken Caesar Salad",,"	-"," ",,440,26,19,2,34,1777
"Panera Bread",Salads,"Caesar Salad","Caesar Salad w/ Romaine, Asiago Parmesan, Homemade Asiago Croutons & Caesar Dressing w/out Chicken, Salads",,"	-"," ",,310,24,17,2,9,1846
"Panera Bread",Salads,"Caesar Salad, Half","Caesar Salad w/ Caesar Dressing, Asiago Parmesan Blend, Chopped Romaine Lettuce & Asiago Croutons, Half Salads, Salads, Kids, also called Kids Caesar Salad; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,160,12,8,1,5,1851
"Panera Bread",Salads,"Chicken Cobb Salad","Chicken Cobb Salad w/out Avocado, Salads",,"	-"," ",,540,39,9,3,40,99110
"Panera Bread",Salads,"Chicken Cobb Salad w/ Avocado","Whole Chicken Cobb Salad w/ Avocado Antibiotic Free Chicken, Romaine, Tomatoes, Applewood Smoked Bacon, Gorgonzola, Hard Boiled Cage Free Egg & Herb Vinaigrette, Salads, Hand Tossed Salads",,486,g,,640,47,14,3,42,32154
"Panera Bread",Salads,"Classic Salad","Classic Salad w/ Field Greens, Romaine, Tomatoes, Cucumbers, Red Onions & Reduced Fat Balsamic Vinaigrette w/out Chicken, Salads",,"	-"," ",,170,11,17,12,2,1847
"Panera Bread",Salads,"Classic Salad w/ Chicken","Classic Salad w/ Chicken, Field Greens, Romaine, Tomatoes, Cucumbers, Red Onions, Reduced Fat Balsamic Vinaigrette, Salads, Hand Tossed Salads",,"	-"," ",,300,13,19,12,27,99112
"Panera Bread",Salads,"Fuji Apple Chicken Salad","Fuji Apple Chicken Salad w/ Antibiotic Free Chicken, Field Greens, Romaine, Tomatoes, Red Onions, Pecans, Gorgonzola, Apple Chips & White Balsamic Apple Vinaigrette, Salads, Hand Tossed Salads",,"	-"," ",,550,34,35,21,32,1776
"Panera Bread",Salads,"Greek Salad","Greek Salad w/ Romaine, Tomatoes, Feta, Pepperoncini, Red Onions, Kalamata Olives, Pepper & Greek Dressing w/out Chicken, Salads, Hand Tossed Salads",,"	-"," ",,350,31,12,4,8,1849
"Panera Bread",Salads,"Greek Salad w/ Chicken","Greek Salad w/ Chicken, Romaine, Tomatoes, Feta, Pepperoncini, Red Onions, Kalamata Olives, Pepper & Greek Dressing, Salads",,"	-"," ",,480,33,14,4,33,99111
"Panera Bread",Salads,"Half Asian Sesame Chicken Salad","Half Asian Sesame Chicken Salad w/ Cilantro, Crispy Wontons Strips, Almonds, Chopped Romaine Lettuce, Hulled Sesame, Citrus & Pepper Chicken & Asian Sesame Vinaigrette, Half Salads, Salads; Choice in: You Pick Two",,"	-"," ","Half Salad",210,11,13,3,16,1779
"Panera Bread",Salads,"Half BBQ Chicken Salad","	Half BBQ Chicken Salad w/ Chopped Romaine Lettuce, Tri-Color Tortilla Strips, Fire Roasted Southwestern Corn Blend, Mild BBQ Sauce, BBQ Ranch Dressing & Citrus & Pepper Chicken, Half Salads; Choice in: You Pick Two",,"	-"," ","Half Salad",230,10,19,9,15,20646
"Panera Bread",Salads,"Half Caesar Chicken Salad","Half Caesar Chicken Salad w/ Caesar Dressing, Asiago Parmesan Blend, Chopped Romaine Lettuce, Asiago Croutons & Citrus & Pepper Chicken, Half Salads, Salads; Choice in: You Pick Two",,"	-"," ","Half Salad",220,13,10,1,17,1781
"Panera Bread",Salads,"Half Chicken Cobb w/ Avocado Salad","Half Chicken Cobb w/ Avocado Salad, Gorgonzola Crumbles, Diced Egg, Chopped Romaine Lettuce, Fresh Tomatoes, Applewood Smoked Bacon, Greek Dressing & All Natural Antibiotic Free Citrus & Pepper Chicken, Half Salads, Salads; Choice in: You Pick Two",,"	-"," ","Half Salad",320,24,7,1,21,32178
"Panera Bread",Salads,"Half Classic Salad","Half Classic Salad w/ Reduced Fat Balsamic Vinaigrette, Fresh Cucumber, Red Onions, Chopped Romaine Lettuce, Fresh Tomatoes & Spring Mix w/ Baby Spinach, Half Salads, Salads, Kids, also called Kids Classic Salad; Choice in: You Pick Two, Kids & Adults Menu",,"	-"," ",,80,5,9,6,1,1852
